Critérios;;Pilar;;;;;;;;DirX;;;;;DirY;;;;;Esforços topo;;;Esforços base;;;Resultados;
Norma;fck;Pe direito;largura;Altura;Ângulo;Cobrimento;Cx;Cy;Altura fundação;Pé direito duplo;Altura;Rebaixo;Altura fundação;Rebaixo fundação;Pé direito duplo;Altura;Rebaixo;Altura fundação;Rebaixo fundação;N;Mx;My;N;Mx;My;As;Sd/Rd
6;40;260;15;15;0;2,5;1;1;0;0;0;0;0;0;0;0;0;0;0;39;-2;1;39;-6;-7;0;
6;40;230;30;15;0;3;1;1;0;0;0;0;0;0;0;0;0;0;0;-27;-11;-9;-27;-2;-4;29,5;
6;40;185;40;75;0;1,5;1;1;0;0;0;0;0;0;0;0;0;0;0;593;188;-261;593;109;-274;68,7;
6;40;260;25;15;0;1,5;1;1;0;0;0;0;0;0;0;0;0;0;0;118;12;3;118;6;-3;0;
6;40;190;50;195;0;3;1;1;0;0;0;0;0;0;0;0;0;0;0;1637;246;-1091;1637;-427;-5045;80,4;
6;40;270;15;15;0;1,5;1;1;0;0;0;0;0;0;0;0;0;0;0;13;-2;-4;13;4;-3;3,1;
6;40;260;45;55;0;4;1;1;0;0;0;0;0;0;0;0;0;0;0;-148,5;-250;-36;-148,5;310;-362;117,8;
6;40;375;45;105;0;2;1;1;0;0;0;0;0;0;0;0;0;0;0;865;375;326;865;-636;954;68,7;
6;40;205;15;15;0;1,5;1;1;0;0;0;0;0;0;0;0;0;0;0;33;-4;-5;33;-1;-2;12,1;
6;40;340;30;15;0;1,5;1;1;0;0;0;0;0;0;0;0;0;0;0;65;-3;-10;65;-14;-3;24,1;
6;40;250;30;110;0;1,5;1;1;0;0;0;0;0;0;0;0;0;0;0;545;-109;-953;545;-95;1100;31,9;
6;40;260;40;185;0;2;1;1;0;0;0;0;0;0;0;0;0;0;0;1187;476;523;1187;429;1582;56,3;
6;40;180;45;65;0;2,5;1;1;0;0;0;0;0;0;0;0;0;0;0;844;-200;-290;844;127;36;0;
6;40;310;15;15;0;4;1;1;0;0;0;0;0;0;0;0;0;0;0;-13,5;2;0;-13,5;0;-2;0;
6;40;270;15;275;0;3,5;1;1;0;0;0;0;0;0;0;0;0;0;0;384;1676;-540;384;1420;496;0;
6;40;395;40;15;0;2,5;1;1;0;0;0;0;0;0;0;0;0;0;0;152;-5;2;152;-5;-18;0;
6;40;300;45;300;0;1,5;1;1;0;0;0;0;0;0;0;0;0;0;0;953;11069;-430;953;8715;2850;56,3;
6;40;265;50;15;0;1,5;1;1;0;0;0;0;0;0;0;0;0;0;0;217;4;10;217;1;13;0;
6;40;350;25;195;0;3;1;1;0;0;0;0;0;0;0;0;0;0;0;759;-868;-178;759;-761;1203;88,4;
6;40;280;15;180;0;1,5;1;1;0;0;0;0;0;0;0;0;0;0;0;798;448;858;798;457;-228;0;
6;40;250;15;130;0;2;1;1;0;0;0;0;0;0;0;0;0;0;0;71;-265;242;71;418;197;9,4;
6;40;330;15;15;0;2,5;1;1;0;0;0;0;0;0;0;0;0;0;0;64;-1;-6;64;1;-3;0;
6;40;285;40;55;0;3,5;1;1;0;0;0;0;0;0;0;0;0;0;0;524;-74;-110;524;-145;204;88,4;
6;40;265;45;420;0;3,5;1;1;0;0;0;0;0;0;0;0;0;0;0;2527;-5640;1409;2527;10253;-8166;119,4;
6;40;260;20;85;0;2,5;1;1;0;0;0;0;0;0;0;0;0;0;0;221;104;287;221;27;1;12,3;
6;40;340;30;15;0;3;1;1;0;0;0;0;0;0;0;0;0;0;0;46;4;1;46;-8;-8;16,1;
6;40;355;40;15;0;3;1;1;0;0;0;0;0;0;0;0;0;0;0;59;21;-4;59;-7;7;20,1;
6;40;355;15;380;0;3;1;1;0;0;0;0;0;0;0;0;0;0;0;-342;-92;2670;-342;2197;1843;0;
6;40;335;35;285;0;1,5;1;1;0;0;0;0;0;0;0;0;0;0;0;1978;2227;546;1978;-5819;-543;245,4;
6;40;205;15;125;0;2;1;1;0;0;0;0;0;0;0;0;0;0;0;98;-97;471;98;238;173;9,4;
6;40;395;45;215;0;1,5;1;1;0;0;0;0;0;0;0;0;0;0;0;1400;2659;861;1400;-30;-1194;69,1;
6;25;195;15;235;0;3;1;1;0;0;0;0;0;0;0;0;0;0;0;214;-6;413;214;1758;1201;0;
6;25;345;45;410;0;2,5;1;1;0;0;0;0;0;0;0;0;0;0;0;-1107;-8121;-468;-1107;-6024;8416;0;
6;25;315;15;15;0;2,5;1;1;0;0;0;0;0;0;0;0;0;0;0;37;-1;3;37;7;-2;0;
6;25;220;50;15;0;4;1;1;0;0;0;0;0;0;0;0;0;0;0;38;0;-9;38;-22;-22;4,7;
6;25;245;15;120;0;4;1;1;0;0;0;0;0;0;0;0;0;0;0;-21;370;186;-21;18;368;0;
6;25;330;25;15;0;2,5;1;1;0;0;0;0;0;0;0;0;0;0;0;18;-5;1;18;1;-5;3,1;
6;25;235;20;85;0;2,5;1;1;0;0;0;0;0;0;0;0;0;0;0;400;-62;-318;400;186;-59;0;
6;25;340;15;45;0;1,5;1;1;0;0;0;0;0;0;0;0;0;0;0;165;-41;40;165;13;-7;0;
6;25;260;30;295;0;2;1;1;0;0;0;0;0;0;0;0;0;0;0;1943;-3879;-1198;1943;-328;-4614;0;
6;25;265;35;30;0;3;1;1;0;0;0;0;0;0;0;0;0;0;0;-40;19;-16;-40;-55;2;39,3;
6;25;355;20;15;0;3;1;1;0;0;0;0;0;0;0;0;0;0;0;-7;0;3;-7;5;3;8;
6;25;225;40;30;0;1,5;1;1;0;0;0;0;0;0;0;0;0;0;0;230;-62;60;230;25;23;58,9;
6;25;255;35;180;0;2;1;1;0;0;0;0;0;0;0;0;0;0;0;-139;-275;1765;-139;785;1541;127,6;
6;25;340;25;270;0;2;1;1;0;0;0;0;0;0;0;0;0;0;0;143;-293;3529;143;-3271;5768;75,4;
6;25;285;50;250;0;3;1;1;0;0;0;0;0;0;0;0;0;0;0;1189;-2554;3260;1189;-297;2321;56,3;
6;25;300;45;15;0;3,5;1;1;0;0;0;0;0;0;0;0;0;0;0;124;-13;-11;124;7;3;0;
6;25;305;30;220;0;3,5;1;1;0;0;0;0;0;0;0;0;0;0;0;425;42;-424;425;2392;-426;27;
6;25;280;15;80;0;4;1;1;0;0;0;0;0;0;0;0;0;0;0;190;62;65;190;-100;-66;0;
6;25;205;30;15;0;3,5;1;1;0;0;0;0;0;0;0;0;0;0;0;45;1;-7;45;-14;-7;12,1;
6;25;290;25;220;0;3;1;1;0;0;0;0;0;0;0;0;0;0;0;-330;462;510;-330;-352;-353;0;
6;25;330;50;75;0;3;1;1;0;0;0;0;0;0;0;0;0;0;0;-163;-53;505;-163;-122;-26;127,6;
6;25;335;15;15;0;2;1;1;0;0;0;0;0;0;0;0;0;0;0;-1;7;-9;-1;-5;0;3,1;
6;25;260;45;35;0;3,5;1;1;0;0;0;0;0;0;0;0;0;0;0;410;-24;21;410;136;66;0;
6;25;275;25;295;0;2,5;1;1;0;0;0;0;0;0;0;0;0;0;0;1742;-2856;4191;1742;2548;-1004;0;
6;25;300;20;90;0;1,5;1;1;0;0;0;0;0;0;0;0;0;0;0;212;113;105;212;235;-66;44;
6;25;325;45;15;0;2;1;1;0;0;0;0;0;0;0;0;0;0;0;65;4;6;65;14;-7;25,1;
6;25;220;25;180;0;1,5;1;1;0;0;0;0;0;0;0;0;0;0;0;-52;-1349;149;-52;924;604;127,6;
6;25;215;20;120;0;2;1;1;0;0;0;0;0;0;0;0;0;0;0;318;-33;-407;318;23;-184;68,7;
6;25;295;15;370;0;3;1;1;0;0;0;0;0;0;0;0;0;0;0;5;-309;-1798;5;-1066;-1518;100,5;
6;25;320;15;105;0;3,5;1;1;0;0;0;0;0;0;0;0;0;0;0;52;-269;240;52;120;-257;9,4;
6;25;285;35;410;0;3;1;1;0;0;0;0;0;0;0;0;0;0;0;-27;1157;6394;-27;11164;-12398;569,4;
6;25;290;40;15;0;3;1;1;0;0;0;0;0;0;0;0;0;0;0;112;1;-12;112;13;-2;0;
6;25;295;30;15;0;3,5;1;1;0;0;0;0;0;0;0;0;0;0;0;65;7;14;65;15;8;0;
6;25;245;15;70;0;2;1;1;0;0;0;0;0;0;0;0;0;0;0;191;21;-39;191;137;-59;0;
6;25;270;20;110;0;3;1;1;0;0;0;0;0;0;0;0;0;0;0;372;25;-282;372;293;285;117,8;
6;25;315;20;100;0;3,5;1;1;0;0;0;0;0;0;0;0;0;0;0;233;-154;-188;233;-475;-417;58,9;
6;25;320;30;390;0;4,5;1;1;0;0;0;0;0;0;0;0;0;0;0;1102;-459;-2111;1102;2158;-3926;56,5;
6;25;325;15;190;0;1,5;1;1;0;0;0;0;0;0;0;0;0;0;0;929;1628;-52;929;-895;-310;0;
6;25;290;20;85;0;2;1;1;0;0;0;0;0;0;0;0;0;0;0;-102;445;239;-102;-218;80;0;
6;25;290;40;15;0;1,5;1;1;0;0;0;0;0;0;0;0;0;0;0;41;-13;-2;41;-22;2;4,7;
6;25;285;30;15;0;3;1;1;0;0;0;0;0;0;0;0;0;0;0;60;-8;-8;60;-2;8;0;
6;25;220;40;215;0;3,5;1;1;0;0;0;0;0;0;0;0;0;0;0;1988;-733;-961;1988;529;2782;0;
6;25;245;25;15;0;2;1;1;0;0;0;0;0;0;0;0;0;0;0;93;6;-3;93;11;-5;0;
6;25;235;20;140;0;3,5;1;1;0;0;0;0;0;0;0;0;0;0;0;366;257;-558;366;34;-27;88,4;
6;25;295;15;190;0;2;1;1;0;0;0;0;0;0;0;0;0;0;0;762;391;-617;762;-777;-286;0;
6;25;260;35;15;0;2,5;1;1;0;0;0;0;0;0;0;0;0;0;0;23;-4;2;23;-13;-16;4,7;
6;25;260;25;80;0;3;1;1;0;0;0;0;0;0;0;0;0;0;0;153;233;-415;153;-165;-247;7,9;
6;25;235;15;85;0;3;1;1;0;0;0;0;0;0;0;0;0;0;0;-76,5;45;190;-76,5;-106;-42;0;
6;25;245;20;210;0;3;1;1;0;0;0;0;0;0;0;0;0;0;0;492;-113;-117;492;-1533;-1494;127,6;
6;25;225;20;25;0;1,5;1;1;0;0;0;0;0;0;0;0;0;0;0;17;15;-21;17;6;9;3,1;
6;75;355;20;180;0;4;1;1;0;0;0;0;0;0;0;0;0;0;0;437;1047;239;437;-898;-131;22,1;
6;75;285;35;220;0;2;1;1;0;0;0;0;0;0;0;0;0;0;0;-462;-2881;-362;-462;-3096;3;0;
6;75;210;25;420;0;2;1;1;0;0;0;0;0;0;0;0;0;0;0;3521;549;-3204;3521;-7661;-5739;471,2;
6;75;245;50;125;0;2;1;1;0;0;0;0;0;0;0;0;0;0;0;1678;-1426;-509;1678;-699;462;88,4;
6;75;335;35;100;0;3;1;1;0;0;0;0;0;0;0;0;0;0;0;50;-111;-48;50;2;-88;14,7;
6;75;380;15;155;0;3;1;1;0;0;0;0;0;0;0;0;0;0;0;297;317;-356;297;116;237;0;
6;75;325;35;15;0;2;1;1;0;0;0;0;0;0;0;0;0;0;0;51;-1;7;51;1;0;4,7;
6;75;340;40;35;0;2,5;1;1;0;0;0;0;0;0;0;0;0;0;0;171;34;-38;171;-17;21;9,8;
6;75;345;15;15;0;2,5;1;1;0;0;0;0;0;0;0;0;0;0;0;34;-6;0;34;-3;-6;0;
6;75;265;35;15;0;2,5;1;1;0;0;0;0;0;0;0;0;0;0;0;60;-9;0;60;-2;6;4,7;
6;75;295;25;15;0;1,5;1;1;0;0;0;0;0;0;0;0;0;0;0;76;-1;-1;76;-8;1;18,8;
6;75;200;30;110;0;4;1;1;0;0;0;0;0;0;0;0;0;0;0;166;-428;-618;166;-597;-200;14,7;
6;75;200;15;320;0;1,5;1;1;0;0;0;0;0;0;0;0;0;0;0;618;257;1320;618;993;-289;36,8;
6;75;365;25;170;0;2;1;1;0;0;0;0;0;0;0;0;0;0;0;852;-182;-590;852;-1251;-286;40,2;
6;75;260;30;15;0;2;1;1;0;0;0;0;0;0;0;0;0;0;0;57;5;6;57;6;8;3,1;
6;75;290;25;110;0;3,5;1;1;0;0;0;0;0;0;0;0;0;0;0;681;115;867;681;-48;193;48,3;
6;75;315;25;35;0;2;1;1;0;0;0;0;0;0;0;0;0;0;0;-52,5;24;44;-52,5;36;4;0;
6;75;255;30;15;0;3;1;1;0;0;0;0;0;0;0;0;0;0;0;-9;-2;0;-9;11;-11;8;
6;75;190;45;15;0;1,5;1;1;0;0;0;0;0;0;0;0;0;0;0;105;-16;4;105;3;-5;6,3;
6;75;355;35;340;0;3;1;1;0;0;0;0;0;0;0;0;0;0;0;-714;-2600;-3659;-714;4470;-4980;0;
6;75;295;50;90;0;2;1;1;0;0;0;0;0;0;0;0;0;0;0;655;-330;-298;655;-159;-633;31,9;
6;75;330;15;15;0;1,5;1;1;0;0;0;0;0;0;0;0;0;0;0;8;4;-4;8;1;-3;3,1;
6;75;290;25;155;0;3;1;1;0;0;0;0;0;0;0;0;0;0;0;638;-188;-973;638;670;4;31,9;
6;75;320;35;15;0;1,5;1;1;0;0;0;0;0;0;0;0;0;0;0;20;-1;0;20;12;6;4,7;
6;75;275;20;15;0;1,5;1;1;0;0;0;0;0;0;0;0;0;0;0;53;-11;2;53;-6;0;8;
6;75;270;50;235;0;2;1;1;0;0;0;0;0;0;0;0;0;0;0;2017;-2499;-2635;2017;2593;1066;96,5;
6;75;210;15;170;0;1,5;1;1;0;0;0;0;0;0;0;0;0;0;0;618;-454;818;618;743;-1136;0;
6;75;250;35;200;0;2,5;1;1;0;0;0;0;0;0;0;0;0;0;0;1658;615;885;1658;502;-1556;80,4;
6;75;245;25;15;0;2,5;1;1;0;0;0;0;0;0;0;0;0;0;0;70;3;3;70;1;0;8;
6;75;290;30;15;0;2,5;1;1;0;0;0;0;0;0;0;0;0;0;0;-26;6;-5;-26;-1;1;29,5;
6;75;305;35;115;0;4,5;1;1;0;0;0;0;0;0;0;0;0;0;0;514;-35;-43;514;-55;-226;24,1;
6;75;360;15;15;0;2,5;1;1;0;0;0;0;0;0;0;0;0;0;0;15;-1;0;15;-7;-6;3,1;
6;75;270;15;15;0;3;1;1;0;0;0;0;0;0;0;0;0;0;0;34;-2;3;34;2;-2;0;
6;75;275;40;15;0;3;1;1;0;0;0;0;0;0;0;0;0;0;0;72;0;2;72;5;-6;4,7;
6;75;300;45;15;0;3;1;1;0;0;0;0;0;0;0;0;0;0;0;67;-22;-5;67;19;-14;4,7;
6;75;295;30;290;0;2,5;1;1;0;0;0;0;0;0;0;0;0;0;0;1927;-3150;4034;1927;-1314;2100;92,5;
6;75;285;35;40;0;5;1;1;0;0;0;0;0;0;0;0;0;0;0;-84;26;70;-84;-122;-55;0;
6;75;235;25;35;0;3;1;1;0;0;0;0;0;0;0;0;0;0;0;21;9;-9;21;-36;31;4,7;
6;75;260;35;335;0;2,5;1;1;0;0;0;0;0;0;0;0;0;0;0;4326;5792;-4454;4326;-4376;-3219;0;
6;75;280;35;20;0;2;1;1;0;0;0;0;0;0;0;0;0;0;0;159;-20;48;159;-3;-14;16,1;
6;75;240;15;15;0;3,5;1;1;0;0;0;0;0;0;0;0;0;0;0;34;-1;-2;34;5;2;0;
6;75;320;30;120;0;1,5;1;1;0;0;0;0;0;0;0;0;0;0;0;547;458;463;547;-60;-361;27;
6;75;265;15;230;0;4;1;1;0;0;0;0;0;0;0;0;0;0;0;-207;391;-163;-207;-349;1138;0;
6;75;315;15;200;0;3;1;1;0;0;0;0;0;0;0;0;0;0;0;819;114;180;819;743;-388;0;
6;75;270;45;15;0;1,5;1;1;0;0;0;0;0;0;0;0;0;0;0;25;-2;-11;25;-11;-3;4,7;
6;75;290;40;125;0;1,5;1;1;0;0;0;0;0;0;0;0;0;0;0;23;990;-221;23;-121;1656;19,6;
6;75;170;50;80;0;2,5;1;1;0;0;0;0;0;0;0;0;0;0;0;328;339;164;328;70;-21;15,7;
6;75;190;30;175;0;3;1;1;0;0;0;0;0;0;0;0;0;0;0;1525;211;1990;1525;-817;-23;117,8;
6;75;340;40;255;0;2,5;1;1;0;0;0;0;0;0;0;0;0;0;0;3761;3116;-4101;3761;-985;3896;0;
6;75;285;35;15;0;2;1;1;0;0;0;0;0;0;0;0;0;0;0;142;1;12;142;-19;-11;0;
6;45;345;40;110;0;2,5;1;1;0;0;0;0;0;0;0;0;0;0;0;232;658;-716;232;-682;-246;17,2;
6;45;285;40;50;0;2,5;1;1;0;0;0;0;0;0;0;0;0;0;0;249;-70;-209;249;-189;-85;12,3;
6;45;225;15;260;0;4;1;1;0;0;0;0;0;0;0;0;0;0;0;490;-885;768;490;-455;426;164,9;
6;45;270;50;15;0;2,5;1;1;0;0;0;0;0;0;0;0;0;0;0;109;2;-11;109;-6;19;24,1;
6;45;360;40;130;0;3;1;1;0;0;0;0;0;0;0;0;0;0;0;1401;430;-51;1401;-796;1045;225,8;
6;45;335;15;195;0;1,5;1;1;0;0;0;0;0;0;0;0;0;0;0;672;-590;-102;672;338;-866;0;
6;45;200;15;85;0;2,5;1;1;0;0;0;0;0;0;0;0;0;0;0;-47;-121;104;-47;114;23;58,9;
6;45;250;25;15;0;2;1;1;0;0;0;0;0;0;0;0;0;0;0;50;5;3;50;8;-4;8;
6;45;290;35;15;0;3;1;1;0;0;0;0;0;0;0;0;0;0;0;60;4;-10;60;-10;10;7,9;
6;45;305;40;130;0;3,5;1;1;0;0;0;0;0;0;0;0;0;0;0;425;-1021;-733;425;-728;1310;20,4;
6;45;270;50;80;0;1,5;1;1;0;0;0;0;0;0;0;0;0;0;0;381;-15;332;381;-373;-185;20,1;
6;45;295;20;45;0;1,5;1;1;0;0;0;0;0;0;0;0;0;0;0;31;-122;-9;31;28;42;4,7;
6;45;285;30;230;0;3;1;1;0;0;0;0;0;0;0;0;0;0;0;605;4260;2497;605;1620;-157;29,5;
6;45;180;20;205;0;2,5;1;1;0;0;0;0;0;0;0;0;0;0;0;1044;1410;551;1044;-159;871;206,2;
6;45;285;20;40;0;2,5;1;1;0;0;0;0;0;0;0;0;0;0;0;68;-18;-47;68;57;95;4,7;
6;45;355;40;100;0;3,5;1;1;0;0;0;0;0;0;0;0;0;0;0;419;-1089;530;419;-542;20;19,6;
6;45;220;50;75;0;2;1;1;0;0;0;0;0;0;0;0;0;0;0;280;-13;-316;280;511;315;14,7;
6;45;245;50;15;0;1,5;1;1;0;0;0;0;0;0;0;0;0;0;0;9;12;-11;9;-5;-4;4,7;
6;45;155;40;15;0;1,5;1;1;0;0;0;0;0;0;0;0;0;0;0;3;-10;-13;3;-11;-23;4,7;
6;45;315;40;15;0;2;1;1;0;0;0;0;0;0;0;0;0;0;0;77;-1;-18;77;-5;19;16,1;
6;45;320;50;210;0;3,5;1;1;0;0;0;0;0;0;0;0;0;0;0;1666;3872;65;1666;2634;-1241;80,4;
6;45;325;35;15;0;1,5;1;1;0;0;0;0;0;0;0;0;0;0;0;140;-8;-6;140;-3;-9;0;
6;45;300;20;15;0;3;1;1;0;0;0;0;0;0;0;0;0;0;0;18;-11;-2;18;-6;-2;3,1;
6;45;250;15;50;0;2,5;1;1;0;0;0;0;0;0;0;0;0;0;0;344;-1;2;344;-59;76;0;
6;45;350;15;15;0;4;1;1;0;0;0;0;0;0;0;0;0;0;0;9;1;-3;9;-6;3;3,1;
6;45;220;20;205;0;3,5;1;1;0;0;0;0;0;0;0;0;0;0;0;578;327;909;578;-245;736;29,5;
6;45;260;25;15;0;1,5;1;1;0;0;0;0;0;0;0;0;0;0;0;122;-4;4;122;11;-1;0;
6;45;300;40;15;0;3,5;1;1;0;0;0;0;0;0;0;0;0;0;0;92;0;2;92;-1;4;0;
6;45;350;25;90;0;3,5;1;1;0;0;0;0;0;0;0;0;0;0;0;12;297;174;12;101;-30;9,4;
6;45;365;35;15;0;3,5;1;1;0;0;0;0;0;0;0;0;0;0;0;-26;11;1;-26;-5;11;25,1;
6;45;290;15;15;0;1,5;1;1;0;0;0;0;0;0;0;0;0;0;0;72;-7;-2;72;6;3;0;
6;45;260;30;15;0;5;1;1;0;0;0;0;0;0;0;0;0;0;0;-27;-2;13;-27;-17;-6;0;
6;45;280;20;65;0;1,5;1;1;0;0;0;0;0;0;0;0;0;0;0;388;9;-94;388;-45;-89;0;
6;45;300;15;350;0;3;1;1;0;0;0;0;0;0;0;0;0;0;0;1288;-3394;-446;1288;2923;2227;0;
6;45;320;40;15;0;4,5;1;1;0;0;0;0;0;0;0;0;0;0;0;35;13;18;35;0;3;4,7;
6;45;240;25;15;0;1,5;1;1;0;0;0;0;0;0;0;0;0;0;0;148;-2;3;148;2;-8;0;
6;45;280;15;15;0;3;1;1;0;0;0;0;0;0;0;0;0;0;0;24;6;3;24;0;-4;0;
6;45;235;30;15;0;1,5;1;1;0;0;0;0;0;0;0;0;0;0;0;-10;1;-6;-10;-5;9;9,8;
6;45;275;35;15;0;2,5;1;1;0;0;0;0;0;0;0;0;0;0;0;-31,5;6;-12;-31,5;-9;-10;31,4;
6;45;170;40;160;0;1,5;1;1;0;0;0;0;0;0;0;0;0;0;0;1947;-919;1937;1947;-389;-551;0;
6;45;260;40;80;0;1,5;1;1;0;0;0;0;0;0;0;0;0;0;0;508;-342;-488;508;-469;109;24,1;
6;45;245;50;120;0;2;1;1;0;0;0;0;0;0;0;0;0;0;0;-81;-2442;-978;-81;-1387;-343;127,6;
6;45;295;30;75;0;1,5;1;1;0;0;0;0;0;0;0;0;0;0;0;-22;368;-169;-22;-78;-39;39,3;
6;45;225;40;105;0;2,5;1;1;0;0;0;0;0;0;0;0;0;0;0;262;-1119;33;262;312;145;19,6;
6;45;305;15;15;0;3,5;1;1;0;0;0;0;0;0;0;0;0;0;0;31;-1;-1;31;-2;1;0;
6;45;415;35;210;0;1,5;1;1;0;0;0;0;0;0;0;0;0;0;0;666;618;-579;666;-3864;587;31,9;
6;45;255;20;155;0;3,5;1;1;0;0;0;0;0;0;0;0;0;0;0;451;739;832;451;118;-455;22,1;
6;45;295;50;15;0;2;1;1;0;0;0;0;0;0;0;0;0;0;0;-25;8;4;-25;8;0;24,1;
6;45;255;50;55;0;1,5;1;1;0;0;0;0;0;0;0;0;0;0;0;963;-317;251;963;39;-55;0;
6;45;340;15;15;0;2;1;1;0;0;0;0;0;0;0;0;0;0;0;19;5;-2;19;-4;-3;8;
6;45;250;25;315;0;3;1;1;0;0;0;0;0;0;0;0;0;0;0;2825;2332;1570;2825;-2888;5618;0;
6;45;345;15;175;0;3;1;1;0;0;0;0;0;0;0;0;0;0;0;1027;-48;131;1027;-23;-912;0;
6;45;245;50;95;0;3;1;1;0;0;0;0;0;0;0;0;0;0;0;702;182;601;702;302;585;37,7;
6;45;210;15;15;0;2,5;1;1;0;0;0;0;0;0;0;0;0;0;0;3;-1;1;3;3;1;3,1;
6;45;260;15;15;0;3;1;1;0;0;0;0;0;0;0;0;0;0;0;52;-4;0;52;7;2;0;
6;45;380;20;160;0;2;1;1;0;0;0;0;0;0;0;0;0;0;0;779;-555;-1427;779;718;381;0;
6;45;230;30;150;0;1,5;1;1;0;0;0;0;0;0;0;0;0;0;0;1;-1982;-50;1;710;-2237;50,3;
6;45;240;15;70;0;3;1;1;0;0;0;0;0;0;0;0;0;0;0;-22;76;59;-22;31;-1;28,1;
6;45;275;35;50;0;2,5;1;1;0;0;0;0;0;0;0;0;0;0;0;463;-95;151;463;34;8;78,5;
6;45;245;50;160;0;2,5;1;1;0;0;0;0;0;0;0;0;0;0;0;1114;-2967;-419;1114;3788;-1927;56,5;
6;45;305;25;15;0;3;1;1;0;0;0;0;0;0;0;0;0;0;0;-11;-3;-13;-11;-3;0;12,6;
6;45;215;25;55;0;3,5;1;1;0;0;0;0;0;0;0;0;0;0;0;147;-49;-124;147;106;21;7,4;
6;45;290;45;500;0;3;1;1;0;0;0;0;0;0;0;0;0;0;0;-888;16765;9097;-888;-30390;2912;0;
6;45;290;50;15;0;4,5;1;1;0;0;0;0;0;0;0;0;0;0;0;73;-14;-21;73;-30;2;9,4;
6;45;230;15;15;0;2,5;1;1;0;0;0;0;0;0;0;0;0;0;0;89;1;-5;89;5;9;0;
6;45;280;15;235;0;1,5;1;1;0;0;0;0;0;0;0;0;0;0;0;132;-699;-783;132;-499;-50;17,3;
6;45;305;35;55;0;2;1;1;0;0;0;0;0;0;0;0;0;0;0;39;-43;-124;39;7;-55;7,9;
6;45;250;50;120;0;1,5;1;1;0;0;0;0;0;0;0;0;0;0;0;13;205;-1304;13;711;-126;24,5;
6;45;260;45;185;0;1,5;1;1;0;0;0;0;0;0;0;0;0;0;0;2695;1067;1942;2695;557;1821;0;
6;45;220;30;300;0;3;1;1;0;0;0;0;0;0;0;0;0;0;0;2084;-2791;366;2084;1791;-2190;284,7;
6;45;300;20;110;0;4,5;1;1;0;0;0;0;0;0;0;0;0;0;0;183;-697;-527;183;126;265;9,4;
6;45;310;20;15;0;3;1;1;0;0;0;0;0;0;0;0;0;0;0;29;5;2;29;15;-1;3,1;
6;45;220;15;375;0;1,5;1;1;0;0;0;0;0;0;0;0;0;0;0;163;-1111;-1114;163;5128;-715;0;
6;45;250;45;15;0;2;1;1;0;0;0;0;0;0;0;0;0;0;0;164;9;-2;164;-13;5;0;
6;45;230;45;100;0;1,5;1;1;0;0;0;0;0;0;0;0;0;0;0;-270;33;-107;-270;641;408;206,2;
6;45;240;25;105;0;3;1;1;0;0;0;0;0;0;0;0;0;0;0;201;262;118;201;62;-76;12,3;
6;45;325;20;140;0;1,5;1;1;0;0;0;0;0;0;0;0;0;0;0;151;-361;50;151;1247;1110;11;
6;45;285;20;210;0;3;1;1;0;0;0;0;0;0;0;0;0;0;0;196;711;88;196;-857;-602;17,3;
6;45;355;15;115;0;1,5;1;1;0;0;0;0;0;0;0;0;0;0;0;-53;110;358;-53;-100;173;68,7;
6;45;205;35;15;0;2;1;1;0;0;0;0;0;0;0;0;0;0;0;72;1;16;72;2;0;4,7;
6;45;245;50;355;0;1,5;1;1;0;0;0;0;0;0;0;0;0;0;0;1708;10553;5995;1708;6772;-4104;83,4;
6;45;255;40;15;0;2,5;1;1;0;0;0;0;0;0;0;0;0;0;0;100;-5;-10;100;13;0;25,1;
6;45;255;50;15;0;2;1;1;0;0;0;0;0;0;0;0;0;0;0;111;-17;9;111;5;-25;20,1;
6;45;265;35;15;0;3,5;1;1;0;0;0;0;0;0;0;0;0;0;0;70;2;-3;70;-3;10;18,8;
6;45;315;50;15;0;3,5;1;1;0;0;0;0;0;0;0;0;0;0;0;125;-3;-10;125;7;-1;0;
6;45;335;40;30;0;3,5;1;1;0;0;0;0;0;0;0;0;0;0;0;186;5;9;186;-74;-48;9,8;
6;45;260;30;230;0;3;1;1;0;0;0;0;0;0;0;0;0;0;0;1773;-1413;-266;1773;1006;124;294,5;
6;45;330;25;180;0;1,5;1;1;0;0;0;0;0;0;0;0;0;0;0;134;-1594;983;134;-26;-171;18,8;
6;45;305;20;175;0;3,5;1;1;0;0;0;0;0;0;0;0;0;0;0;1014;-1182;410;1014;162;-476;0;
6;45;240;35;210;0;3,5;1;1;0;0;0;0;0;0;0;0;0;0;0;808;-2471;-5017;808;1181;-2648;39,3;
6;45;260;50;15;0;4,5;1;1;0;0;0;0;0;0;0;0;0;0;0;214;29;2;214;-14;1;0;
6;45;370;15;15;0;2;1;1;0;0;0;0;0;0;0;0;0;0;0;16;-5;-3;16;0;-2;4,9;
6;45;320;25;15;0;1,5;1;1;0;0;0;0;0;0;0;0;0;0;0;59;2;-2;59;-7;-11;18,8;
6;45;220;40;50;0;3;1;1;0;0;0;0;0;0;0;0;0;0;0;331;68;103;331;122;178;16,1;
6;45;380;15;15;0;1,5;1;1;0;0;0;0;0;0;0;0;0;0;0;52;11;6;52;-4;-3;0;
6;45;245;15;115;0;3,5;1;1;0;0;0;0;0;0;0;0;0;0;0;76;233;-362;76;115;384;9,4;
